,Household Income,Children,Year Of Residence,Weekly Fee Lower,Weekly Fee Upper,Age,ORANGE,RIVERSIDE,SAN BERNARDINO,Fri-Sun,Mon-Fri,SatSun,Sun-Fri,SunOnly,Thu-Sun,Website,Subscriber
8581,70000,True,8,1.0,4.99,72.0,True,False,False,False,False,False,False,False,True,True,False
8582,0,False,1,1.0,4.99,22.5,True,False,False,False,False,False,False,True,False,False,False
8583,300000,False,14,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,True
8584,175000,False,30,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,True
8585,90000,False,5,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,True
8586,80000,False,21,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
8587,100000,False,4,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,True,False
8588,50000,False,1,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
8589,100000,False,1,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,False,False
8590,300000,False,26,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,True,False
8591,90000,False,40,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,True
8592,30000,False,13,1.0,4.99,32.0,True,False,False,False,False,True,False,False,False,False,False
8593,175000,False,30,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
8594,0,False,1,1.0,4.99,22.5,True,False,False,False,False,False,False,True,False,True,False
8595,80000,False,6,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
8596,60000,False,15,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,True
8597,150000,False,5,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,True
8598,100000,False,8,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,True,False
8599,100000,True,11,1.0,4.99,37.0,True,False,False,False,False,False,False,False,False,False,False
8600,175000,False,7,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,False,False
8601,100000,True,42,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,True
8602,100000,False,5,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,True,False
8603,100000,False,15,1.0,4.99,47.0,False,True,False,False,False,False,False,True,False,False,True
8604,0,False,3,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
8605,125000,True,18,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,False,False
8606,125000,True,1,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,True,False
8607,100000,True,41,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,True
8608,30000,False,6,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
8609,100000,False,25,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,False,False
8610,20000,False,2,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,True,False
8611,400000,False,20,10.0,10.99,62.0,True,False,False,False,False,False,False,False,False,False,True
8612,20000,False,1,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
8613,20000,False,4,1.0,4.99,52.0,True,False,False,False,False,False,False,False,True,False,False
8614,0,False,14,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
8615,40000,False,1,1.0,4.99,22.5,True,False,False,False,False,False,False,False,False,False,False
8616,100000,False,1,7.0,7.99,67.0,True,False,False,False,False,False,False,False,False,False,False
8617,0,False,2,1.0,4.99,27.0,True,False,False,False,False,False,False,False,True,False,False
8618,100000,False,37,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,True,False
8619,125000,False,16,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
8620,100000,False,1,1.0,4.99,42.0,True,False,False,False,False,False,False,False,False,False,False
8621,60000,False,11,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,True
8622,0,False,5,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,False
8623,100000,False,21,9.0,9.99,57.0,True,False,False,False,False,False,False,False,False,False,False
8624,40000,False,52,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,True
8625,300000,False,14,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,True
8626,100000,False,8,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
8627,200000,False,39,1.0,4.99,72.0,True,False,False,False,False,False,False,False,False,False,True
8628,70000,False,15,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,True
8629,30000,False,1,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,True,False
8630,125000,True,5,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
8631,200000,False,14,7.0,7.99,52.0,True,False,False,False,False,False,False,True,False,True,False
8632,175000,False,41,1.0,4.99,80.0,True,False,False,False,False,False,False,False,True,True,False
8633,125000,False,7,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,False
8634,125000,True,3,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
8635,125000,False,7,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
8636,100000,True,2,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,False,False
8637,300000,True,13,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
8638,125000,False,23,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,False,False
8639,70000,False,51,10.0,10.99,80.0,False,False,False,False,False,False,False,False,False,True,True
8640,20000,False,4,1.0,4.99,37.0,True,False,False,False,False,False,False,False,False,False,False
8641,80000,False,48,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
8642,0,False,15,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
8643,125000,False,17,1.0,4.99,62.0,True,False,False,False,False,False,False,False,True,True,False
8644,100000,False,23,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,True,True
8645,100000,False,2,1.0,4.99,42.0,True,False,False,False,False,False,False,False,False,False,False
8646,125000,False,9,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,True,False
8647,400000,False,36,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,True
8648,200000,False,9,1.0,4.99,42.0,True,False,False,False,False,False,False,False,True,False,False
8649,100000,True,21,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
8650,125000,False,18,10.0,10.99,62.0,True,False,False,False,False,False,False,False,False,True,True
8651,300000,False,24,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,True
8652,70000,False,18,9.0,9.99,80.0,True,False,False,False,False,False,False,False,False,False,True
8653,30000,False,2,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
8654,175000,False,8,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,True,False
8655,200000,True,23,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
8656,90000,True,7,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
8657,300000,True,23,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
8658,300000,False,10,1.0,4.99,52.0,True,False,False,False,False,False,False,False,True,False,False
8659,300000,True,30,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,True,True
8660,90000,True,16,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
8661,300000,True,14,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
8662,100000,False,8,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
8663,150000,False,4,10.0,10.99,67.0,True,False,False,False,False,False,False,False,False,True,True
8664,40000,False,1,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
8665,175000,False,2,5.0,5.99,27.0,True,False,False,False,False,False,False,False,False,False,False
8666,175000,False,23,10.0,10.99,52.0,True,False,False,False,False,False,False,False,False,True,True
8667,150000,True,39,10.0,10.99,72.0,True,False,False,False,False,False,False,False,False,False,True
8668,150000,True,20,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,True
8669,100000,False,19,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,True
8670,175000,True,11,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
8671,70000,False,5,1.0,4.99,27.0,True,False,False,False,False,False,False,False,False,True,True
8672,90000,False,24,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,True
8673,40000,False,4,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
8674,150000,False,22,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,False,False
8675,125000,True,20,8.0,8.99,57.0,True,False,False,False,False,False,False,False,False,False,True
8676,100000,True,9,1.0,4.99,42.0,True,False,False,False,False,False,False,False,True,True,False
8677,125000,False,19,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
8678,50000,False,3,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
8679,0,False,7,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,False
8680,20000,False,4,1.0,4.99,42.0,True,False,False,False,False,False,False,False,False,True,False
8681,20000,False,7,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,False,False
8682,70000,False,5,1.0,4.99,47.0,False,False,False,False,False,False,False,False,False,True,False
8683,100000,False,6,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
8684,60000,False,1,1.0,4.99,37.0,True,False,False,False,False,False,False,False,True,True,False
8685,125000,False,7,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
8686,100000,False,9,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,False
8687,175000,False,31,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,False
8688,80000,False,10,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
8689,70000,False,3,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,True,False
8690,100000,True,7,1.0,4.99,37.0,True,False,False,True,False,False,False,False,False,True,False
8691,90000,False,1,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,True,False
8692,100000,False,1,1.0,4.99,42.0,False,True,False,False,False,False,False,True,False,False,False
8693,0,False,15,5.0,5.99,80.0,True,False,False,False,False,False,False,False,False,True,False
8694,100000,False,6,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,False,False
8695,300000,False,29,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,False
8696,300000,False,30,9.0,9.99,72.0,True,False,False,False,False,False,False,False,False,False,False
8697,60000,False,10,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,False
8698,80000,True,6,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
8699,500000,False,24,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,True,True
8700,100000,False,3,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,True,False
8701,40000,True,6,7.0,7.99,37.0,True,False,False,False,False,False,False,False,False,True,False
8702,100000,True,13,1.0,4.99,42.0,True,False,False,True,False,False,False,False,False,False,False
8703,70000,False,15,1.0,4.99,72.0,True,False,False,False,False,False,False,False,True,True,False
8704,150000,True,23,10.0,10.99,67.0,True,False,False,False,False,False,False,False,False,False,True
8705,40000,False,1,1.0,4.99,32.0,False,True,False,False,False,False,False,False,False,False,False
8706,300000,False,39,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,False,False
8707,400000,False,10,10.0,10.99,47.0,True,False,False,False,False,False,False,False,False,False,True
8708,100000,True,11,1.0,4.99,42.0,True,False,False,False,False,False,False,False,True,True,False
8709,40000,False,5,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
8710,80000,True,15,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
8711,20000,False,13,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,False
8712,200000,True,18,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
8713,400000,True,11,1.0,4.99,42.0,True,False,False,False,False,True,False,False,False,False,False
8714,300000,True,23,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
8715,40000,False,1,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,False
8716,175000,False,26,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
8717,40000,False,8,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
8718,150000,False,15,1.0,4.99,57.0,False,True,False,False,False,False,False,False,True,False,False
8719,250000,True,12,1.0,4.99,47.0,False,True,False,False,False,False,False,False,False,False,False
8720,80000,False,8,1.0,4.99,57.0,True,False,False,True,False,False,False,False,False,False,False
8721,300000,False,11,1.0,4.99,80.0,False,True,False,False,False,False,False,False,True,False,False
8722,40000,True,13,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
8723,20000,False,28,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
8724,70000,False,13,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,True,False
8725,300000,True,19,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,True,False
8726,125000,False,2,5.0,5.99,80.0,True,False,False,False,False,False,False,False,False,True,False
8727,0,False,2,5.0,5.99,37.0,True,False,False,False,False,False,False,False,False,False,False
8728,50000,False,8,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,True
8729,150000,False,28,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
8730,150000,True,5,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
8731,80000,False,16,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
8732,0,False,48,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
8733,125000,False,24,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,False
8734,20000,False,20,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,True,False
8735,150000,False,23,7.0,7.99,52.0,True,False,False,False,False,False,False,False,False,False,True
8736,40000,False,30,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,False
8737,70000,False,5,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
8738,0,False,10,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,True
8739,0,False,1,1.0,4.99,27.0,True,False,False,False,False,False,False,False,False,True,False
8740,40000,False,11,1.0,4.99,72.0,True,False,False,False,False,False,False,False,False,True,False
8741,125000,True,14,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
8742,300000,False,3,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,True,False
8743,400000,False,3,9.0,9.99,72.0,True,False,False,False,False,False,False,False,False,False,True
8744,400000,False,10,1.0,4.99,72.0,True,False,False,False,False,False,False,False,False,False,True
8745,30000,False,16,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
8746,150000,False,22,1.0,4.99,80.0,True,False,False,False,False,False,False,False,True,False,False
8747,90000,False,5,1.0,4.99,57.0,True,False,False,True,False,False,False,False,False,False,False
8748,125000,False,1,1.0,4.99,32.0,False,True,False,False,False,True,False,False,False,False,False
8749,60000,False,1,1.0,4.99,67.0,False,True,False,False,False,False,False,False,False,True,False
8750,40000,False,6,1.0,4.99,37.0,True,False,False,False,False,False,False,False,True,True,False
8751,20000,False,2,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
8752,125000,False,5,10.0,10.99,67.0,True,False,False,False,False,False,False,False,False,False,True
8753,70000,True,2,5.0,5.99,47.0,True,False,False,False,False,False,False,False,False,False,False
8754,150000,False,2,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,True,False
8755,200000,True,16,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,False,False
8756,175000,False,17,1.0,4.99,57.0,False,True,False,False,False,False,False,True,False,False,False
8757,80000,False,3,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
8758,60000,False,1,7.0,7.99,22.5,True,False,False,False,False,False,False,False,False,False,False
8759,80000,False,1,1.0,4.99,27.0,True,False,False,False,False,False,False,False,False,True,False
8760,60000,False,2,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
8761,60000,False,3,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,False,False
8762,30000,False,9,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
8763,200000,False,3,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,True
8764,80000,False,6,1.0,4.99,37.0,True,False,False,False,False,False,False,False,False,False,False
8765,70000,False,2,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,False
8766,40000,False,7,5.0,5.99,62.0,True,False,False,False,False,False,False,False,False,False,False
8767,100000,False,1,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
8768,200000,False,5,1.0,4.99,47.0,True,False,False,True,False,False,False,False,False,False,False
8769,0,False,36,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,True
8770,150000,False,30,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,True,False
8771,150000,False,23,5.0,5.99,67.0,True,False,False,False,False,False,False,False,False,False,True
8772,0,False,9,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
8773,175000,False,15,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,False,True
8774,300000,True,19,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
8775,100000,True,15,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,True
8776,125000,False,17,10.0,10.99,42.0,True,False,False,False,False,False,False,False,False,False,True
8777,30000,True,21,1.0,4.99,42.0,True,False,False,False,False,False,False,False,True,True,False
8778,300000,True,7,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,True,False
8779,100000,False,28,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
8780,30000,False,21,9.0,9.99,80.0,True,False,False,False,False,False,False,False,False,False,True
8781,100000,False,9,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
8782,100000,False,9,10.0,10.99,72.0,True,False,False,False,False,False,False,False,False,False,False
8783,0,False,3,1.0,4.99,27.0,True,False,False,False,False,False,False,False,True,True,False
8784,30000,False,41,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,True
8785,60000,False,24,1.0,4.99,52.0,True,False,False,False,False,False,False,False,True,False,False
8786,0,False,7,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,True,False
8787,200000,False,17,1.0,4.99,52.0,False,True,False,False,False,False,False,True,False,False,False
8788,150000,False,3,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
8789,70000,False,22,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,True
8790,90000,False,31,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,False,False
8791,20000,True,7,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
8792,30000,False,30,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
8793,300000,False,18,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
8794,100000,True,12,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
8795,500000,False,23,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
8796,90000,True,22,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,True
8797,90000,False,11,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,True
8798,20000,False,1,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,True,False
8799,150000,False,27,10.0,10.99,72.0,True,False,False,False,False,False,False,False,False,False,False
8800,90000,False,10,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,True,False
8801,125000,False,1,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
8802,90000,False,15,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,True,False
8803,175000,False,28,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
8804,50000,True,1,7.0,7.99,32.0,True,False,False,False,False,False,False,False,False,True,False
8805,200000,False,13,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,True
8806,50000,False,11,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
8807,300000,False,22,1.0,4.99,72.0,True,False,False,False,False,False,False,False,True,False,True
8808,300000,True,24,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,True,False
8809,50000,False,23,5.0,5.99,67.0,True,False,False,False,False,True,False,False,False,False,False
8810,80000,True,23,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
8811,100000,False,8,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,True,False
8812,40000,False,16,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
8813,60000,False,2,5.0,5.99,47.0,True,False,False,False,False,False,False,False,False,False,False
8814,100000,False,10,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,False
8815,300000,False,2,5.0,5.99,27.0,True,False,False,False,False,False,False,False,False,False,False
8816,125000,False,6,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,False,False
8817,70000,False,6,7.0,7.99,67.0,True,False,False,False,False,False,False,False,False,False,True
8818,400000,False,11,10.0,10.99,57.0,True,False,False,False,False,False,False,False,False,False,True
8819,175000,False,5,1.0,4.99,42.0,True,False,False,False,False,False,False,False,False,False,False
8820,80000,False,9,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,True,False
8821,50000,False,23,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
8822,400000,True,6,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,True,False
8823,150000,True,5,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
8824,200000,False,2,1.0,4.99,52.0,True,False,False,False,False,False,False,False,True,False,False
8825,70000,False,8,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,True,True
8826,50000,False,18,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
8827,40000,False,1,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,True,False
8828,100000,False,1,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,False,False
8829,90000,False,1,1.0,4.99,37.0,True,False,False,False,False,False,False,False,False,True,True
8830,90000,False,4,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,True,False
8831,70000,True,24,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,True
8832,500000,True,11,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
8833,300000,False,18,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,True,True
8834,300000,False,3,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
8835,200000,True,16,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
8836,125000,True,3,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
8837,125000,False,3,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,True,False
8838,300000,False,13,1.0,4.99,52.0,True,False,False,False,False,False,False,False,True,False,False
8839,300000,False,1,1.0,4.99,37.0,True,False,False,False,False,False,False,False,False,True,False
8840,0,False,6,1.0,4.99,22.5,True,False,False,False,False,False,False,False,False,True,False
8841,125000,False,3,1.0,4.99,42.0,True,False,False,False,False,False,False,False,False,False,False
8842,0,False,1,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,True,False
8843,40000,False,4,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,False
8844,100000,False,5,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,True,False
8845,50000,False,14,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,True
8846,0,False,1,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,True
8847,175000,False,2,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
8848,300000,False,24,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,False,True
8849,100000,False,14,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
8850,20000,False,3,1.0,4.99,22.5,True,False,False,False,False,False,False,False,True,True,False
8851,20000,False,1,1.0,4.99,27.0,True,False,False,False,False,False,False,False,True,False,False
8852,80000,True,13,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,True,False
8853,40000,False,27,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
8854,100000,False,2,5.0,5.99,80.0,True,False,False,False,False,False,False,False,False,True,False
8855,200000,False,20,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,True,False
8856,40000,False,2,1.0,4.99,72.0,True,False,False,False,False,False,False,False,False,False,False
8857,300000,False,28,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
8858,0,False,1,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
8859,100000,False,22,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
8860,90000,False,2,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
8861,500000,True,23,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,True,True
8862,60000,False,1,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,True,False
8863,60000,False,19,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,False
8864,150000,False,22,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,True,True
8865,175000,True,23,7.0,7.99,52.0,True,False,False,False,False,False,False,False,False,True,True
8866,20000,False,24,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,True
8867,0,True,23,1.0,4.99,62.0,True,False,False,False,False,False,False,False,True,True,False
8868,150000,False,1,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,False,False
8869,90000,False,7,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
8870,0,False,4,1.0,4.99,22.5,True,False,False,False,False,False,False,False,True,True,False
8871,100000,False,23,6.0,6.99,80.0,True,False,False,False,False,False,False,False,False,False,True
8872,0,False,3,1.0,4.99,22.5,True,False,False,False,False,False,False,False,True,True,False
8873,60000,True,13,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,True,False
8874,70000,False,44,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,False,True
8875,20000,False,35,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
8876,90000,False,9,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
8877,400000,False,6,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
8878,70000,False,7,1.0,4.99,62.0,True,False,False,False,False,False,False,False,True,False,False
8879,50000,False,7,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
8880,70000,False,30,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,True
8881,150000,True,7,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
8882,100000,False,2,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,True,False
8883,125000,False,13,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
8884,70000,False,1,1.0,4.99,47.0,True,False,False,False,False,True,False,False,False,False,False
8885,175000,True,7,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
8886,125000,False,12,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,False,False
8887,60000,False,5,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
8888,125000,False,6,1.0,4.99,52.0,False,False,False,False,False,False,False,False,False,True,False
8889,20000,False,3,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,True,False
8890,80000,False,2,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
8891,200000,True,7,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
8892,150000,False,3,1.0,4.99,42.0,True,False,False,False,False,False,False,False,False,False,False
8893,90000,False,2,1.0,4.99,67.0,True,False,False,True,False,False,False,False,False,True,False
8894,90000,False,2,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,False
8895,30000,False,16,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,True
8896,70000,False,5,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,True,False
